Device,Replicate,Experiment,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature,Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d) Raw,Duration Not Fast Moving (d),Longest Gap in Measurement (d),Duration before death contraction end (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,16.5158,1.375,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,16.7658,5.25,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,17.3908,6.16667,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,18.3075,4.29167,0.0833333,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,18.3908,5.58333,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,18.3908,6.16667,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,18.7241,6.375,0.0833333,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,18.9325,6.95833,0.0833333,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,19.3908,4.66667,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,19.5575,2.875,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,19.8908,3.875,0,3.83333,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,23.3075,1.875,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,23.3491,1.04167,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,23.8075,1.29167,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,23.8908,6.83333,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.0158,4.70833,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.2658,0.5,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.3491,0.5,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.7241,1.04167,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.8075,4.25,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.8491,3.25,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,24.9741,3.04167,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,25.1408,1.45833,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,25.3075,5.58333,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,25.4325,0.375,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,25.5991,4.91667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,25.8491,1.16667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,26.5158,1.58333,0.0833333,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,26.5783,11.2292,0,0,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,26.5783,11.2292,0,0,0,,Induced Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,26.6408,12.875,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,26.7241,1.41667,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,26.8908,7.29167,0.0833333,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_a::2,PX632::mated::NGM::47::20::OP50-1,a::2,2,a,1.05312,5.50625,1.86875,1.86875,PX632,mated.equal.PX632,mated,NGM,47,20,20,OP50-1,,,,,1,27.5991,1.625,0.0833333,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,11.2762,1.125,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,12.7762,3.08333,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,17.8179,1.75,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,18.1512,0.541667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,18.4012,3.33333,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,18.5262,2.625,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,19.9429,1.875,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,24.5262,0.5,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,24.6096,2.95833,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,24.6929,0.5,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,25.1512,1.125,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,25.6096,1.79167,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,25.6512,1.08333,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,25.9429,3.58333,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,26.1929,0.375,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,26.2346,0.541667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,26.6512,2.41667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,27.3179,0.708333,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,27.3596,1.04167,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,27.3804,4.77083,0,0,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,27.3804,4.77083,0,0,0,,Induced Multiple Worm,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,27.7346,2.5,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,29.1512,1.45833,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,29.1512,3.5,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,29.2346,1.16667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,29.4429,1.375,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,29.4429,5.625,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::1,PX632::mated::auxin::48::20::OP50-1,b::1,1,b,2.13125,3.39531,1.93125,1.86563,PX632,auxin_mated,mated,auxin,48,20,20,OP50-1,,,,,1,30.3596,2.41667,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,13.8179,2.75,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,14.3596,1.41667,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,15.2346,0.458333,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,16.1929,1.83333,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,17.4429,2.41667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,17.9846,0.666667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,18.9012,1.70833,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,19.4429,2.875,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,20.0679,0.666667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,20.9429,1.41667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,21.0262,3.41667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,21.1512,3,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,21.6512,3.41667,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,21.6929,2.20833,0.0416667,0,0,,,Automated Analysis,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,22.8596,3.375,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
Vesuvius,1,RL_110918,Vesuvius_b::2,PX632::virgin::auxin::52::20::OP50-1,b::2,2,b,2.14688,5.73594,1.95625,1.88437,PX632,auxin_virgin,virgin,auxin,52,20,20,OP50-1,,,,,1,23.6512,1.33333,0,0,0,,,Storyboard Annotation,Lifespan Machine,,
